
-- INSERTS TABLA cliente
INSERT INTO cliente(nombre, genero, direccion, telefono, fechaNac) VALUES
('Carmen Ruiz Ortega', 0, 'Calle San Vicente 23, Valencia', '611334455', '1988-09-30'),
('Elena Rubio Sanchez', 0, 'Paseo de San Francisco 11, Bilbao', '622556677', '1992-05-15'),
('Vicente Iglesias Garcia', 1, 'Calle Cuchilleros 2, Salamanca', '633778899', '1975-06-16'),
('Paula Molina Gonzalez', 0, 'Calle Feria 6, Sevilla', '644112233', '1985-07-17'),
('Rodrigo Ruiz Fernandez', 1, 'Calle Tetuán 5, Sevilla', '655223344', '1990-08-18'),
('Monica Fernandez Ruiz', 0, 'Calle Sierpes 9, Sevilla', '611445566', '1988-09-19'),
('Fernando Delgado Morales', 1, 'Calle Larios 7, Málaga', '622667788', '1979-10-20'),
('Patricia Dominguez Martin', 0, 'Calle Granada 10, Málaga', '633889900', '1986-11-21'),
('Gabriel Vargas Torres', 1, 'Calle Marqués de Larios 14, Málaga', '644334455', '1992-12-22'),
('Rocio Blanco Jimenez', 0, 'Calle Real 16, Cádiz', '655445566', '1983-01-23'),
('David Suarez Garcia', 1, 'Calle Ancha 18, Cádiz', '611556677', '1990-02-24'),
('Sandra Martinez Lopez', 0, 'Calle Mayor 20, Murcia', '622778899', '1984-03-25'),
('Alvaro Hernandez Ramos', 1, 'Calle San Miguel 22, Palma de Mallorca', '633112233', '1991-04-26'),
('Cristina Perez Gil', 0, 'Avenida Gabriel Roca 30, Palma de Mallorca', '644556677', '1989-05-27'),
('Daniel Lopez Sanchez', 1, 'Calle Jaime III 34, Palma de Mallorca', '655889900', '1987-06-28'),
('Natalia Hernandez Garcia', 0, 'Calle del Mar 3, Alicante', '611112233', '1992-07-29'),
('Manuel Gil Perez', 1, 'Calle San Vicente 5, Valencia', '622334455', '1981-08-30'),
('Isabel Jimenez Ruiz', 0, 'Calle Serrano 7, Madrid', '633556677', '1985-09-01'),
('Jose Torres Hernandez', 1, 'Calle Preciados 12, Madrid', '644778899', '1994-10-02'),
('Silvia Ruiz Gonzalez', 0, 'Paseo de la Castellana 50, Madrid', '655112233', '1987-11-03'),
('Mario Martinez Vazquez', 1, 'Calle Gran Vía 22, Madrid', '611334455', '1983-12-04'),
('Elena Romero Sanchez', 0, 'Calle de Alcalá 15, Madrid', '622556677', '1990-01-05'),
('Julio Ortiz Fernandez', 1, 'Calle Mayor 8, Zaragoza', '633778899', '1988-02-06'),
('Alicia Gutierrez Lopez', 0, 'Calle Alfonso I 9, Zaragoza', '644112233', '1993-03-07'),
('Pedro Fernandez Gomez', 1, 'Calle Mayor 3, Madrid', '611223344', '1984-09-15'),
('Marina Sanchez Torres', 0, 'Avenida de América 10, Barcelona', '622445566', '1993-07-23'),
('Ismael Ruiz Fernandez', 1, 'Calle Gran Vía 15, Madrid', '633667788', '1980-04-01'),
('Sara Martínez García', 0, 'Paseo de la Castellana 20, Madrid', '644889900', '1990-12-07'),
('Jorge López Martínez', 1, 'Calle Alcalá 50, Madrid', '655112233', '1986-05-11'),
('Celia González López', 0, 'Calle Goya 7, Madrid', '611334455', '1987-08-30'),
('Marcos Pérez Rodríguez', 1, 'Calle Serrano 25, Madrid', '622556677', '1995-03-05'),
('Lucía Martín Fernández', 0, 'Avenida de la Constitución 30, Sevilla', '633778899', '1982-10-19'),
('Diego Gómez Sánchez', 1, 'Calle del Carmen 40, Valencia', '644112233', '1991-11-25'),
('Elena Rodríguez Jiménez', 0, 'Calle Alfonso I 15, Zaragoza', '655445566', '1988-02-15'),
('Pablo Sánchez Martínez', 1, 'Calle Mayor 5, Salamanca', '611556677', '1994-06-30'),
('Laura Pérez Gómez', 0, 'Plaza Mayor 8, Málaga', '622778899', '1983-03-02'),
('Ángela Martínez López', 0, 'Calle Larios 10, Málaga', '633112233', '1996-09-14'),
('Daniel Rodríguez Sánchez', 1, 'Calle Alcalde Ángel 15, Murcia', '644556677', '1987-12-22'),
('Natalia Pérez García', 0, 'Avenida de la Libertad 18, Granada', '655889900', '1992-04-10'),
('Alejandro Gómez Martínez', 1, 'Calle Alcalá 35, Madrid', '611112233', '1989-01-20'),
('Andrea Martín Sánchez', 0, 'Calle Tetuán 20, Madrid', '622334455', '1993-08-05'),
('Hugo Pérez Martínez', 1, 'Calle Mayor 25, Madrid', '633556677', '1984-07-18'),
('Clara González Rodríguez', 0, 'Calle Alcalde Juan 5, Madrid', '644778899', '1990-02-03'),
('David Fernández Pérez', 1, 'Calle Mayor 10, Madrid', '655112233', '1985-06-12'),
('María López García', 0, 'Calle Gran Vía 20, Madrid', '611334455', '1997-10-08'),
('Marcos Martínez Rodríguez', 1, 'Paseo de la Castellana 15, Madrid', '622556677', '1982-09-21'),
('Sofía Gómez Martín', 0, 'Calle Alcalá 30, Madrid', '633778899', '1994-05-16'),
('Lucas Sánchez Pérez', 1, 'Calle Mayor 8, Madrid', '644112233', '1981-08-29'),
('Paula Martínez González', 0, 'Calle Gran Vía 5, Madrid', '655445566', '1995-12-17'),
('Mateo Pérez López', 1, 'Calle Serrano 20, Madrid', '611556677', '1988-03-25'),
('Valeria González Martínez', 0, 'Calle Mayor 12, Madrid', '622778899', '1993-11-04'),
('Santiago Rodríguez Fernández', 1, 'Calle Alcalá 25, Madrid', '633112233', '1986-04-14'),
('Emma López Pérez', 0, 'Calle Gran Vía 35, Madrid', '644556677', '1990-09-09'),
('Abril Martínez Gómez', 1, 'Calle Mayor 15, Madrid', '655889900', '1983-02-21'),
('Oliver Pérez Rodríguez', 1, 'Calle Serrano 10, Madrid', '611112233', '1992-07-06'),
('Leire González Sánchez', 0, 'Paseo de la Castellana 18, Madrid', '622334455', '1987-12-29'),
('Maximiliano Martín Martínez', 1, 'Calle Gran Vía 10, Madrid', '633556677', '1994-06-03'),
('Carmen Sánchez González', 0, 'Calle Mayor 22, Madrid', '644778899', '1981-11-11'),
('Sergio Rodríguez Martín', 1, 'Calle Alcalá 40, Madrid', '655112233', '1996-03-16'),
('Aurora Martínez Sánchez', 0, 'Calle Mayor 18, Madrid', '611334455', '1985-08-22'),
('Noah Pérez González', 1, 'Calle Mayor 12, Madrid', '622556677', '1990-12-03'),
('Julia Gómez Martínez', 0, 'Calle Mayor 8, Madrid', '633778899', '1983-09-14'),
('Iker López Pérez', 1, 'Calle Serrano 15, Madrid', '644112233', '1995-02-25'),
('Valentina Martínez Rodríguez', 0, 'Paseo de la Castellana 28, Madrid', '655445566', '1988-05-05'),
('Leonardo Pérez López', 1, 'Calle Alcalá 20, Madrid', '611556677', '1993-10-07'),
('Camila González Fernández', 0, 'Calle Mayor 5, Madrid', '622778899', '1986-11-18'),
('Luciano Martín Gómez', 1, 'Calle Gran Vía 18, Madrid', '633112233', '1991-04-23'),
('Alba Sánchez Martínez', 0, 'Calle Mayor 11, Madrid', '644556677', '1984-07-08'),
('Íker Rodríguez Sánchez', 1, 'Calle Serrano 17, Madrid', '655889900', '1997-01-12'),
('Emma Martínez Pérez', 0, 'Calle Gran Vía 40, Madrid', '611112233', '1982-08-29'),
('Olivia Pérez González', 0, 'Calle Mayor 13, Madrid', '622334455', '1994-06-17'),
('Joel González Martínez', 1, 'Calle Serrano 30, Madrid', '633556677', '1981-03-04'),
('Alma Martín Rodríguez', 0, 'Calle Mayor 33, Madrid', '644778899', '1990-09-20'),
('Matías Sánchez López', 1, 'Calle Alcalá 45, Madrid', '655112233', '1983-12-31'),
('Eva Rodríguez Fernández', 0, 'Calle Gran Vía 38, Madrid', '611334455', '1992-07-24'),
('Gael Pérez Martínez', 1, 'Calle Serrano 22, Madrid', '622556677', '1987-10-16'),
('Luna Martínez Sánchez', 0, 'Calle Mayor 19, Madrid', '633778899', '1996-05-28'),
('Facundo González López', 1, 'Calle Alcalá 60, Madrid', '644112233', '1989-11-11'),
('Valeria Gómez Rodríguez', 0, 'Calle Gran Vía 50, Madrid', '655445566', '1995-08-03'),
('Benjamín Pérez Martín', 1, 'Calle Serrano 5, Madrid', '611556677', '1982-01-15'),
('Carla Martínez González', 0, 'Calle Mayor 21, Madrid', '622778899', '1990-04-09'),
('Aaron Sánchez Rodríguez', 1, 'Calle Alcalá 35, Madrid', '633112233', '1985-09-27'),
('Lola Rodríguez Martínez', 0, 'Calle Gran Vía 45, Madrid', '644556677', '1992-02-18'),
('Bruno Martín Sánchez', 1, 'Calle Serrano 40, Madrid', '655889900', '1987-03-11'),
('Julieta López Pérez', 0, 'Calle Mayor 25, Madrid', '611112233', '1994-06-05'),
('Lucas Pérez González', 1, 'Calle Gran Vía 20, Madrid', '622334455', '1981-12-20'),
('Victoria González Martínez', 0, 'Calle Alcalá 55, Madrid', '633556677', '1993-07-14'),
('Benicio Martínez López', 1, 'Calle Mayor 28, Madrid', '644778899', '1984-05-02'),
('Aitana Sánchez Pérez', 0, 'Calle Gran Vía 48, Madrid', '655112233', '1990-08-06'),
('Lorenzo Rodríguez González', 1, 'Calle Serrano 18, Madrid', '611334455', '1983-11-27'),
('Valentino Martín Martínez', 0, 'Calle Mayor 31, Madrid', '622556677', '1995-04-23'),
('Gabriela Pérez Rodríguez', 1, 'Calle Alcalá 38, Madrid', '633778899', '1988-09-19'),
('Martina González Sánchez', 0, 'Calle Gran Vía 32, Madrid', '644112233', '1991-01-14'),
('Hugo Martínez López', 1, 'Calle Mayor 38, Barcelona', '655445566', '1980-06-17'),
('Ainhoa Rodríguez Martínez', 0, 'Calle Gran Vía 17, Barcelona', '611223344', '1992-11-23'),
('Dylan García Fernández', 1, 'Calle Rambla 45, Barcelona', '622778899', '1984-08-30'),
('Lía Pérez Sánchez', 0, 'Calle Mayor 25, Barcelona', '633556677', '1995-03-10'),
('Ian Martínez Rodríguez', 1, 'Avenida Diagonal 20, Barcelona', '644334455', '1983-07-01'),
('Maia González López', 0, 'Calle Provença 10, Barcelona', '655667788', '1991-04-15'),
('Axel Rodríguez Pérez', 1, 'Calle Passeig de Gràcia 30, Barcelona', '611889900', '1988-12-04'),
('Irene Martín Martínez', 0, 'Carrer del Bisbe 5, Barcelona', '622112233', '1993-05-20'),
('Biel Pérez Sánchez', 1, 'Carrer de la Lluna 15, Barcelona', '633445566', '1987-09-09'),
('Ayla González Rodríguez', 0, 'Carrer de la Barceloneta 20, Barcelona', '644778899', '1994-01-14'),
('Santiago Martínez López', 1, 'Calle General Weyler 2, Sevilla', '655112233', '1982-08-17'),
('Manuela Pérez García', 0, 'Avenida de la Constitución 40, Sevilla', '611223344', '1995-03-26'),
('Diego Rodríguez Martínez', 1, 'Calle Tetuán 5, Sevilla', '622445566', '1989-11-08'),
('Laura García Sánchez', 0, 'Calle Alfonso XII 15, Sevilla', '633667788', '1984-07-02'),
('Miguel Martínez Rodríguez', 1, 'Calle Mateos Gago 10, Sevilla', '644889900', '1992-05-19'),
('Elena Pérez López', 0, 'Calle San Fernando 8, Sevilla', '655112233', '1981-10-12'),
('María Rodríguez Martín', 0, 'Calle Santa María la Blanca 25, Toledo', '611334455', '1994-09-30'),
('Adrián Martínez Sánchez', 1, 'Calle Real del Arrabal 20, Toledo', '622556677', '1983-04-23'),
('Sara López Rodríguez', 0, 'Calle de la Plata 15, Toledo', '633778899', '1991-12-06'),
('Pablo Sánchez Martínez', 1, 'Calle de la Ronda 30, Toledo', '644112233', '1986-08-09'),
('Carolina Pérez García', 0, 'Calle de la Merced 12, Toledo', '655445566', '1993-01-22'),
('Javier Martín López', 1, 'Calle del Comercio 18, Valencia', '611556677', '1980-04-15'),
('Aitana Rodríguez Martínez', 0, 'Calle de la Paz 20, Valencia', '622778899', '1992-10-28'),
('Hugo Martínez Pérez', 1, 'Calle de la Reina 8, Valencia', '633112233', '1987-06-03'),
('Lucía Pérez García', 0, 'Calle de la Estrella 5, Valencia', '644556677', '1990-02-17'),
('David Rodríguez Martín', 1, 'Calle de la Cruz 25, Valencia', '655889900', '1984-11-28'),
('Elena Martínez López', 0, 'Calle de las Avellanas 30, Valencia', '611112233', '1997-07-09'),
('Sergio Pérez Rodríguez', 1, 'Calle de la Linterna 15, Valencia', '622334455', '1982-03-13'),
('Isabella García Martínez', 0, 'Calle del Mercado 12, Valencia', '633556677', '1995-09-05'),
('Martín Rodríguez Pérez', 1, 'Calle de la Paz 8, Bilbao', '644778899', '1983-12-20'),
('Aurora Martínez García', 0, 'Calle de la Esperanza 6, Bilbao', '655112233', '1990-07-15'),
('Adriana Pérez Martín', 0, 'Calle del Arenal 14, Bilbao', '611334455', '1985-04-28'),
('Héctor González López', 1, 'Calle de la Ribera 10, Bilbao', '622556677', '1992-01-31'),
('Carmen Rodríguez Sánchez', 0, 'Calle de la Alhóndiga 5, Bilbao', '633778899', '1981-08-14'),
('Maximiliano Martínez Rodríguez', 1, 'Calle del Ensanche 20, Bilbao', '644112233', '1996-05-27'),
('Marta García Martín', 0, 'Calle de San Francisco 8, Bilbao', '655445566', '1984-10-09'),
('Bruno Pérez López', 1, 'Calle de la Gran Vía 15, Bilbao', '611556677', '1991-03-22'),
('Clara Martínez Rodríguez', 0, 'Calle de la Plaza Nueva 25, Bilbao', '622334455', '1987-09-16'),
('Gabriel Rodríguez Martín', 1, 'Calle de la Victoria 30, Bilbao', '633556677', '1994-12-08'),
('Elena López Pérez', 0, 'Calle de la Diputación 18, Bilbao', '644778899', '1983-07-21'),
('Alejandro Pérez Martínez', 1, 'Calle Mayor 10, Valencia', '622112233', '1990-12-03'),
('Isabel Gómez Rodríguez', 0, 'Calle Real 20, Valencia', '633778899', '1983-09-14'),
('Carlos López Pérez', 1, 'Calle de la Palma 15, Valencia', '644445566', '1995-02-25'),
('Paula Martínez Fernández', 0, 'Plaza Mayor 28, Valencia', '655556677', '1988-05-05'),
('Adrián Pérez López', 1, 'Avenida de las Flores 20, Valencia', '611223344', '1993-10-07'),
('Natalia González García', 0, 'Calle de San Vicente 35, Valencia', '622334455', '1986-11-18'),
('Samuel Martín Rodríguez', 1, 'Calle del Carmen 10, Valencia', '633667788', '1991-04-23'),
('Julia Sánchez Martínez', 0, 'Calle de las Rosas 15, Valencia', '644889900', '1984-07-08'),
('Diego Rodríguez López', 1, 'Avenida del Puerto 18, Valencia', '655112233', '1997-01-12'),
('Martina Martínez Pérez', 0, 'Calle de San José 25, Valencia', '611778899', '1982-08-29'),
('Alonso Pérez González', 1, 'Calle del Mar 30, Valencia', '622556677', '1994-06-17'),
('Emma Rodríguez Martín', 0, 'Calle del Pilar 40, Valencia', '633334455', '1981-03-04'),
('Ainhoa Martínez Sánchez', 0, 'Calle de la Paz 35, Valencia', '644556677', '1990-09-20'),
('Jorge Rodríguez Rodríguez', 1, 'Calle de las Palmas 50, Valencia', '655889900', '1993-12-31'),
('Valeria López Fernández', 0, 'Avenida de las Delicias 38, Valencia', '611112233', '1982-07-24'),
('Lucas González González', 1, 'Calle de Xàtiva 22, Valencia', '622334455', '1987-10-16'),
('Marta Martín Martínez', 0, 'Calle de las Comedias 19, Valencia', '633556677', '1996-05-28'),
('Pablo Sánchez Pérez', 1, 'Calle de Colón 60, Valencia', '644112233', '1989-11-11'),
('Laura Rodríguez Fernández', 0, 'Calle del Palau 50, Valencia', '655445566', '1995-08-03'),
('Alejandro Pérez López', 1, 'Calle de las Animas 5, Valencia', '611223344', '1982-01-15'),
('Sara Martínez Rodríguez', 0, 'Calle de la Albufera 35, Valencia', '622778899', '1990-04-09'),
('Mario González Pérez', 1, 'Calle del Marqués de Sotelo 12, Valencia', '633112233', '1985-09-27'),
('Aitana Rodríguez Fernández', 0, 'Calle de la Reina 25, Valencia', '644556677', '1992-02-18'),
('Carlos Martín Martínez', 1, 'Calle del General Urrutia 18, Valencia', '655889900', '1987-03-11'),
('Carmen Pérez Sánchez', 0, 'Calle de San Vicente Mártir 22, Valencia', '611112233', '1994-06-05'),
('Miguel González González', 1, 'Calle de la Paz 15, Valencia', '622334455', '1981-12-20'),
('Natalia Martínez Rodríguez', 0, 'Calle de la Sangre 30, Valencia', '633778899', '1993-07-14'),
('Lucía Pérez Martínez', 1, 'Calle de los Derechos 28, Valencia', '644778899', '1984-05-02'),
('Javier González López', 0, 'Calle de San Francisco 8, Valencia', '655112233', '1990-08-06'),
('Carla Rodríguez Rodríguez', 1, 'Calle del Doctor Zamenhof 15, Valencia', '611334455', '1983-11-27'),
('Santiago Martínez Pérez', 0, 'Calle de la Paz 8, Sevilla', '622556677', '1995-04-23'),
('Laura Pérez González', 1, 'Calle del Aire 38, Sevilla', '633778899', '1988-09-19'),
('Lucas Rodríguez Martínez', 0, 'Calle de la Reja 32, Sevilla', '644112233', '1991-01-14'),
('Alicia González Sánchez', 1, 'Calle del Arquillo 5, Sevilla', '655445566', '1980-06-17'),
('Marcos Pérez Martínez', 1, 'Calle Mayor 10, Barcelona', '622112233', '1990-12-03'),
('Sofía Gómez Rodríguez', 0, 'Avenida Diagonal 20, Barcelona', '633778899', '1983-09-14'),
('Hugo López Pérez', 1, 'Calle del Pilar 15, Barcelona', '644445566', '1995-02-25'),
('Valentina Martínez Fernández', 0, 'Calle de Provenza 28, Barcelona', '655556677', '1988-05-05'),
('Lucía Pérez López', 0, 'Calle de la Rambla 20, Barcelona', '611223344', '1993-10-07'),
('Javier González García', 1, 'Passeig de Gràcia 35, Barcelona', '622334455', '1986-11-18'),
('Marina Martín Rodríguez', 0, 'Carrer de Mallorca 10, Barcelona', '633667788', '1991-04-23'),
('Mateo Sánchez Martínez', 1, 'Carrer de Muntaner 15, Barcelona', '644889900', '1984-07-08'),
('Nora Rodríguez López', 0, 'Carrer de Balmes 18, Barcelona', '655112233', '1997-01-12'),
('Leo Martínez Pérez', 1, 'Carrer de Valencia 25, Barcelona', '611778899', '1982-08-29'),
('Abril Pérez González', 0, 'Carrer de Provença 30, Barcelona', '622556677', '1994-06-17'),
('Héctor García Pérez', 1, 'Calle de la Reina Mercedes 12, Vizcaya', '633889900', '1990-08-16'),
('Eva Martínez Rodríguez', 0, 'Calle de San Sebastián 5, Zaragoza', '644223344', '1983-11-21'),
('Marta Rodríguez Sánchez', 0, 'Avenida de la Palmera 20, Sevilla', '655556677', '1996-04-05'),
('Diego González Martínez', 1, 'Calle del Postigo 15, Alicante', '611334455', '1981-07-13'),
('Sara Martínez López', 0, 'Calle de la Malagueta 25, Málaga', '622667788', '1994-10-28'),
('Pablo Pérez Rodríguez', 1, 'Calle de los Geranios 30, Murcia', '633445566', '1987-02-04'),
('Lucía García Martínez', 0, 'Calle del Orzán 8, A Coruña', '644778899', '1992-05-17'),
('Daniel López Rodríguez', 1, 'Calle del Rincón 10, Vizcaya', '655112233', '1985-12-03'),
('Alba Martínez Sánchez', 0, 'Calle del Acuario 15, Zaragoza', '611889900', '1993-09-09'),
('Alejandro Pérez Martínez', 1, 'Calle de Luis Montoto 18, Sevilla', '633112233', '1980-06-25'),
('Laura Gómez Rodríguez', 0, 'Calle de las Lomas 25, Alicante', '644334455', '1991-03-10'),
('Carlos López Pérez', 1, 'Avenida de Blas Infante 20, Málaga', '655667788', '1984-08-18'),
('Sofía Martínez López', 0, 'Calle del Carmen 30, Murcia', '611223344', '1995-01-27'),
('Javier González Rodríguez', 1, 'Calle de la Marina 8, A Coruña', '622556677', '1983-04-14'),
('Elena Rodríguez Martínez', 0, 'Calle de los Mártires 15, Vizcaya', '633778899', '1990-07-02'),
('Diego Martínez Pérez', 1, 'Calle del Tempranillo 10, Zaragoza', '644556677', '1986-02-16'),
('Lucía Pérez López', 0, 'Calle de Gamazo 25, Sevilla', '655889900', '1991-09-22'),
('Alejandro Rodríguez García', 1, 'Calle de la Explanada 12, Alicante', '611112233', '1982-12-07'),
('María López Martínez', 0, 'Calle de la Alameda 20, Málaga', '622334455', '1997-11-04'),
('Iván Pérez Rodríguez', 1, 'Calle de la Gloria 28, Murcia', '633556677', '1984-05-31'),
('Sara Martínez Sánchez', 0, 'Calle de Santa Cristina 15, A Coruña', '644778899', '1992-08-14'),
('Carlos García Pérez', 1, 'Calle de Gregorio Marañón 10, Vizcaya', '655112233', '1983-01-29'),
('Lucía López Rodríguez', 0, 'Calle de las Delicias 30, Zaragoza', '611334455', '1996-06-07'),
('Daniel Martínez López', 1, 'Calle de San Fernando 18, Sevilla', '622667788', '1981-03-03'),
('Sergio Rodríguez Sánchez', 1, 'Calle del Conde de Rodezno 15, Logroño', '633445566', '1994-05-12'),
('Marina López Martínez', 0, 'Plaza del Castillo 20, Pamplona', '644889900', '1987-08-21'),
('Lucas Pérez Rodríguez', 1, 'Calle de la Estafeta 30, Pamplona', '655112233', '1990-02-14'),
('Aitana Martínez López', 0, 'Calle de las Bardenas Reales 35, Tudela', '611778899', '1983-11-07'),
('Pablo González Pérez', 1, 'Calle de San Nicolás 25, Tudela', '622556677', '1996-06-24'),
('Elena Rodríguez Martín', 0, 'Calle de las Tejeras 40, Logroño', '633778899', '1981-09-17'),
('Hugo Martínez Rodríguez', 1, 'Avenida de la Paz 28, Logroño', '644445566', '1993-04-03'),
('Julia Pérez López', 0, 'Calle de San Juan 18, Logroño', '655667788', '1986-01-29'),
('Adrián García Martínez', 1, 'Calle de la Alberca 12, Logroño', '611334455', '1991-08-12'),
('Sara López Rodríguez', 0, 'Calle del Espolón 15, Burgos', '622112233', '1984-03-25'),
('Iván Martínez Pérez', 1, 'Calle de la Merced 20, Burgos', '633667788', '1997-10-09'),
('María García López', 0, 'Calle de San Lesmes 25, Burgos', '644778899', '1982-07-14'),
('Alejandro Pérez Martín', 1, 'Calle de Fernán González 30, Burgos', '655889900', '1995-12-28'),
('Lucía Martín Sánchez', 0, 'Plaza Mayor 8, Salamanca', '611112233', '1983-05-01'),
('David Rodríguez López', 1, 'Calle de la Rúa Mayor 10, Salamanca', '622334455', '1990-10-16'),
('Carla López Martínez', 0, 'Calle de Toro 15, Salamanca', '633556677', '1985-04-30'),
('Javier González Pérez', 1, 'Calle de la Compañía 20, Salamanca', '644112233', '1992-09-15'),
('Marta Rodríguez Martín', 0, 'Calle de San Pablo 25, Salamanca', '655445566', '1981-06-11'),
('Diego Martínez Sánchez', 1, 'Calle del Prior 30, León', '611223344', '1994-11-26'),
('Lucía Pérez Rodríguez', 0, 'Calle de la Rúa 35, León', '622667788', '1987-02-22'),
('Carlos Martín López', 1, 'Calle de Santa Ana 40, León', '633112233', '1990-07-07'),
('Elena González Martínez', 0, 'Calle de las Azucenas 18, León', '644889900', '1983-09-03'),
('Sergio Rodríguez Pérez', 1, 'Calle de San Juan 22, Palencia', '655667788', '1996-04-19'),
('Marina Martínez González', 0, 'Calle de Mayor 25, Palencia', '611112233', '1981-12-15'),
('Lucas Pérez Rodríguez', 1, 'Calle de la Puebla 30, Palencia', '622112233', '1994-05-10'),
('Valentina González López', 0, 'Calle de Mayor Antigua 35, Palencia', '633778899', '1987-10-27'),
('Daniel López Martínez', 1, 'Plaza Mayor 8, Zamora', '644445566', '1990-03-14'),
('Lucía Martínez Rodríguez', 0, 'Calle de la Horta 12, Zamora', '655112233', '1983-08-28'),
('Alejandro Pérez Sánchez', 1, 'Calle de Santa Clara 20, Zamora', '611778899', '1996-01-05'),
('María García Martínez', 0, 'Calle de Balborraz 25, Zamora', '622334455', '1981-06-21'),
('Sergio Rodríguez López', 1, 'Calle de la Almendra 30, Ávila', '633556677', '1994-11-16'),
('Valeria Martínez Pérez', 0, 'Calle del Rastro 35, Ávila', '644889900', '1987-04-02'),
('Javier González Rodríguez', 1, 'Calle del Rey 18, Ávila', '655667788', '1990-09-19'),
('Sara Pérez Martínez', 0, 'Calle de la Cruz 20, Ávila', '611334455', '1983-12-24'),
('Adrián García López', 1, 'Calle de las Hervencias 25, Segovia', '622556677', '1996-07-11'),
('Marta López García', 0, 'Calle del Puente de San Lorenzo 30, Segovia', '633778899', '1981-02-06'),
('Daniel Pérez Martínez', 1, 'Plaza Mayor 8, Segovia', '644445566', '1994-05-23'),
('Lucía Rodríguez López', 0, 'Calle del Valle de Luna 12, Segovia', '655112233', '1987-10-08'),
('Sergio Martínez Rodríguez', 1, 'Calle de San Quirce 20, Soria', '611223344', '1990-03-03'),
('Santiago Martínez Pérez', 1, 'Calle de La Alameda 18, Cuenca', '655889900', '1994-09-10'),
('Valentina Rodríguez Martínez', 0, 'Calle de Los Tintes 20, Cuenca', '611334455', '1987-02-05'),
('Iker García López', 1, 'Calle de Los Tiradores 25, Cuenca', '622556677', '1990-07-30'),
('Lucía Martínez Rodríguez', 0, 'Calle de La Ciudad Encantada 30, Cuenca', '633778899', '1983-11-18'),
('Marcos Pérez Martínez', 1, 'Calle del Alfonso VIII 35, Toledo', '644445566', '1996-04-03'),
('Marta López Rodríguez', 0, 'Calle de San Martín 40, Toledo', '655667788', '1981-07-26'),
('Sara García Martínez', 1, 'Calle de La Plata 18, Toledo', '611112233', '1994-12-19'),
('Javier Martínez López', 0, 'Calle del Greco 20, Toledo', '622334455', '1987-05-14'),
('Elena Pérez Rodríguez', 1, 'Calle de Santa Isabel 25, Toledo', '633556677', '1990-10-09'),
('Adrián Rodríguez Martínez', 0, 'Calle de La Ronda 30, Toledo', '644112233', '1983-03-04'),
('Lucía García Pérez', 1, 'Calle de La Merced 12, Ávila', '655445566', '1996-06-27'),
('Daniel López Martínez', 0, 'Calle del Rastro 15, Ávila', '611223344', '1981-09-21'),
('Sara Martínez Pérez', 1, 'Calle del Duque de Alba 20, Ávila', '622667788', '1994-12-16'),
('Iván González López', 0, 'Calle de La Victoria 25, Ávila', '633112233', '1987-11-11'),
('Valeria Rodríguez Martínez', 1, 'Calle de Los Reyes Católicos 30, Segovia', '644889900', '1990-02-06'),
